0.2185536	0.07026916	0.03966438	-0.044873357	0.1308083	-0.009579874	0.053444985	-0.051010113	-0.14700012	-0.00016379324	-0.023882877	0.16106309	0.1188169	0.05799906	0.022490166	-0.08413966
0.07713474	0.04781999	0.04964248	0.01668994	0.0054822857	-0.14482051	0.00028430484	-0.11642544	-0.075205326	-0.050079096	0.004030367	0.19018711	0.039387215	0.011885574	-0.008605189	0.0053065
0.04930485	0.12282725	-0.028361164	0.017506622	-0.060357492	-0.14082253	-0.07071334	-0.18429507	0.07254632	-0.08780199	0.07831926	0.06563941	-0.06627961	-0.10351573	-0.13205685	0.13382965
0.10507479	0.10902156	-0.03356334	-0.038948655	0.02407876	-0.13803442	-0.044422135	-0.19626911	-0.010326879	-0.067809604	-0.032964725	0.09031832	0.05569582	-0.003458206	-0.06817555	0.013294952
0.41727155	-0.07824993	0.21253842	-0.194022	0.23692256	0.04682958	0.09725886	-0.021962522	-0.27949923	0.14906083	-0.21575497	0.36205152	0.2967688	0.16834149	0.08116141	-0.15876631
0.04183313	0.104982935	-0.055415265	0.07070038	-0.021569747	-0.11425511	-0.09200916	-0.17933282	0.011574496	-0.019646043	0.099204384	0.045772023	0.037525043	-0.06007514	-0.12819809	0.044169806
-0.05968643	0.18274705	-0.082334764	0.08270933	-0.029174319	-0.20964216	-0.09579459	-0.19463003	0.046804693	-0.09179978	0.11688665	-0.038498018	-0.078293964	-0.040120546	-0.14155862	0.1139666
0.14348698	0.018815342	0.049722746	-0.07550942	0.07544943	-0.05913062	-0.0070591867	-0.17363475	-0.09491379	0.021732204	-0.02930722	0.21217549	0.069297515	-0.000948356	-0.047584835	0.033518363
0.22994141	-0.011587363	0.13142523	-0.053714585	0.08457169	-0.018154869	0.022704797	-0.0901884	-0.06361624	0.035833284	-0.019603372	0.208662	0.17630485	0.07429745	0.05843641	-0.06798634
-0.02584815	0.07225611	-0.10071575	0.0453584	-0.046019316	-0.12011501	-0.10900651	-0.20449154	0.020864038	-0.035338707	-0.0030419591	0.057384882	-0.006855108	-0.043759897	-0.10848318	0.084891275
0.16640678	0.14425074	0.025387716	-0.03353026	0.030881533	-0.18144402	-0.041991442	-0.21959028	0.028134055	-0.017660115	0.01819554	0.12332479	0.009970164	-0.04721449	-0.07797229	0.03151118
-0.009677816	0.002630883	0.04906848	-0.0828774	0.04981947	-0.015237609	0.07607036	-0.049676005	-0.056142602	0.022287145	-0.094669476	0.101426296	0.052946787	0.045103405	0.016979547	-0.0055159642
0.0025196553	0.14579587	-0.11610722	0.043424655	-0.065169334	-0.12367269	-0.044835694	-0.22234702	0.082628354	-0.035066646	0.04131981	0.015824279	0.015081904	-0.082363315	-0.10194352	0.06898914
-0.11862606	0.040643714	-0.12923488	0.023609215	-0.033169866	-0.09698851	-0.068670966	-0.102431215	0.049696583	-0.05540798	0.04661031	0.0012236467	-0.03963984	0.019483747	-0.027172634	0.11721601
0.22071174	-0.1519702	0.17547671	-0.25991574	0.25908425	0.1724305	0.24517296	0.039437145	-0.2657276	0.20265208	-0.228727	0.303638	0.2489463	0.21176457	0.16125777	-0.1599389
0.02529134	0.05971156	-0.0734352	0.062112786	-0.026855305	-0.11026978	-0.080613196	-0.20521203	-0.012595994	-0.06968459	0.04976472	0.07077005	-0.06537905	-0.07423324	-0.03712675	0.050142072
0.005212769	0.07911624	-0.100168884	-0.0063948506	-0.05146079	-0.12853596	-0.118595384	-0.19060658	0.06864215	-0.05340028	0.038405776	0.03364212	-0.013564315	-0.05900413	-0.08784315	0.1181912
-0.26075172	0.26245025	-0.29552415	0.1325106	-0.15606177	-0.25261974	-0.1991034	-0.23485783	0.22201867	-0.19930626	0.17035377	-0.21224919	-0.16940975	-0.16405551	-0.2314279	0.2562153
0.041240204	0.12897794	-0.053181827	0.02609855	-0.018800287	-0.15762945	-0.04150867	-0.18335405	0.06240377	-0.06971368	0.026120387	0.053376477	-0.015882377	-0.053634044	-0.13762812	0.086215705
